"date","station","land_use","method","lengths"
"2013-09-03","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-09-23","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-10-18","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-12-02","IT-Ren","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2001-12-17","IT-Ren","Evergreen needleleaf forests","Ford and Labosier",35
"2010-01-01","IT-Ren","Evergreen needleleaf forests","Ford and Labosier",40
"2004-10-28","IT-Ren","Evergreen needleleaf forests","Pendergrass et al.",28
"2007-03-26","IT-Ren","Evergreen needleleaf forests","Pendergrass et al.",35
"2008-02-05","IT-Ren","Evergreen needleleaf forests","Pendergrass et al.",28
"2010-05-07","IT-Ren","Evergreen needleleaf forests","Pendergrass et al.",35
"2011-01-15","IT-Ren","Evergreen needleleaf forests","Pendergrass et al.",28
"2011-03-19","IT-Ren","Evergreen needleleaf forests","Pendergrass et al.",35
"2012-02-05","IT-Ren","Evergreen needleleaf forests","Pendergrass et al.",28
"2013-11-19","IT-Ren","Evergreen needleleaf forests","Pendergrass et al.",28
"2001-12-17","IT-Ren","Evergreen needleleaf forests","Noguera et al.",47
"2002-03-02","IT-Ren","Evergreen needleleaf forests","Noguera et al.",31
"2002-09-02","IT-Ren","Evergreen needleleaf forests","Noguera et al.",30
"2003-07-23","IT-Ren","Evergreen needleleaf forests","Noguera et al.",62
"2006-08-23","IT-Ren","Evergreen needleleaf forests","Noguera et al.",31
"2006-12-10","IT-Ren","Evergreen needleleaf forests","Noguera et al.",38
"2007-03-23","IT-Ren","Evergreen needleleaf forests","Noguera et al.",55
"2008-01-17","IT-Ren","Evergreen needleleaf forests","Noguera et al.",45
"2010-05-10","IT-Ren","Evergreen needleleaf forests","Noguera et al.",31
"2011-01-10","IT-Ren","Evergreen needleleaf forests","Noguera et al.",31
"2011-03-17","IT-Ren","Evergreen needleleaf forests","Noguera et al.",31
"2011-08-02","IT-Ren","Evergreen needleleaf forests","Noguera et al.",39
"2011-11-02","IT-Ren","Evergreen needleleaf forests","Noguera et al.",38
"2012-04-17","IT-Ren","Evergreen needleleaf forests","Noguera et al.",36
"2012-12-10","IT-Ren","Evergreen needleleaf forests","Noguera et al.",31
"2013-05-23","IT-Ren","Evergreen needleleaf forests","Noguera et al.",48
"2013-11-17","IT-Ren","Evergreen needleleaf forests","Noguera et al.",30
"1998-11-07","IT-Ren","Evergreen needleleaf forests","Christian et al.",45
"2000-05-20","IT-Ren","Evergreen needleleaf forests","Christian et al.",50
"2002-09-23","IT-Ren","Evergreen needleleaf forests","Christian et al.",55
"2003-10-08","IT-Ren","Evergreen needleleaf forests","Christian et al.",35
"2004-03-26","IT-Ren","Evergreen needleleaf forests","Christian et al.",55
"2004-06-29","IT-Ren","Evergreen needleleaf forests","Christian et al.",30
"2004-08-28","IT-Ren","Evergreen needleleaf forests","Christian et al.",30
"2007-08-19","IT-Ren","Evergreen needleleaf forests","Christian et al.",135
"2009-01-11","IT-Ren","Evergreen needleleaf forests","Christian et al.",65
"2009-09-13","IT-Ren","Evergreen needleleaf forests","Christian et al.",65
"2010-04-26","IT-Ren","Evergreen needleleaf forests","Christian et al.",45
"2010-07-30","IT-Ren","Evergreen needleleaf forests","Christian et al.",40
"2010-09-28","IT-Ren","Evergreen needleleaf forests","Christian et al.",30
"2011-02-20","IT-Ren","Evergreen needleleaf forests","Christian et al.",60
"2012-02-10","IT-Ren","Evergreen needleleaf forests","Christian et al.",70
"2003-05-16","IT-Ren","Evergreen needleleaf forests","Osman et al.",30
"2003-09-08","IT-Ren","Evergreen needleleaf forests","Osman et al.",25
"2010-01-01","IT-Ren","Evergreen needleleaf forests","Osman et al.",80
"2010-04-06","IT-Ren","Evergreen needleleaf forests","Osman et al.",130
"2010-10-03","IT-Ren","Evergreen needleleaf forests","Osman et al.",30
"2011-01-21","IT-Ren","Evergreen needleleaf forests","Osman et al.",25
"2011-08-14","IT-Ren","Evergreen needleleaf forests","Osman et al.",35
"2011-11-07","IT-Ren","Evergreen needleleaf forests","Osman et al.",85
"2012-04-30","IT-Ren","Evergreen needleleaf forests","Osman et al.",40
"2012-06-19","IT-Ren","Evergreen needleleaf forests","Osman et al.",75
"2012-12-06","IT-Ren","Evergreen needleleaf forests","Osman et al.",141
"2013-05-06","IT-Ren","Evergreen needleleaf forests","Osman et al.",55
"2013-07-05","IT-Ren","Evergreen needleleaf forests","Osman et al.",100
"2013-11-07","IT-Ren","Evergreen needleleaf forests","Osman et al.",55
"2006-08-27","IT-Ren","Evergreen needleleaf forests","Alencar et al.",35
"2007-03-26","IT-Ren","Evergreen needleleaf forests","Alencar et al.",49
"2007-07-02","IT-Ren","Evergreen needleleaf forests","Alencar et al.",35
"2010-05-14","IT-Ren","Evergreen needleleaf forests","Alencar et al.",28
"2011-07-30","IT-Ren","Evergreen needleleaf forests","Alencar et al.",84
"2012-04-22","IT-Ren","Evergreen needleleaf forests","Alencar et al.",28
"2013-06-11","IT-Ren","Evergreen needleleaf forests","Alencar et al.",28
"1998-02-05","IT-Ren","Evergreen needleleaf forests","Multi-criteria",28
"1999-07-09","IT-Ren","Evergreen needleleaf forests","Multi-criteria",28
"1999-09-03","IT-Ren","Evergreen needleleaf forests","Multi-criteria",28
"2000-04-01","IT-Ren","Evergreen needleleaf forests","Multi-criteria",84
"2003-04-09","IT-Ren","Evergreen needleleaf forests","Multi-criteria",28
"2003-05-21","IT-Ren","Evergreen needleleaf forests","Multi-criteria",28
"2006-06-11","IT-Ren","Evergreen needleleaf forests","Multi-criteria",49
"2006-09-03","IT-Ren","Evergreen needleleaf forests","Multi-criteria",28
"2009-03-19","IT-Ren","Evergreen needleleaf forests","Multi-criteria",42
"2009-08-06","IT-Ren","Evergreen needleleaf forests","Multi-criteria",28
"2010-06-04","IT-Ren","Evergreen needleleaf forests","Multi-criteria",42
"2013-07-02","IT-Ren","Evergreen needleleaf forests","Multi-criteria",35
"2002-01-26","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2002-02-25","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2002-03-12","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2002-04-21","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2002-05-31","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2002-10-28","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2002-11-27","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2003-01-01","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2003-05-01","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2003-06-10","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2003-12-02","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2005-05-31","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2005-11-07","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2006-07-10","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2006-10-23","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2007-02-25","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2007-04-16","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2007-05-21","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2010-06-05","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2011-04-01","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2011-09-13","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2011-09-23","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2011-11-07","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2011-12-12","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2012-05-10","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2012-10-17","IT-Ro2","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2006-01-26","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",25
"2006-05-21","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",40
"2006-10-28","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",40
"2007-03-22","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",40
"2007-06-10","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",40
"2007-09-03","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",40
"2008-04-20","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",35
"2008-06-24","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",40
"2009-02-15","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",40
"2010-07-25","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",30
"2010-09-13","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",25
"2010-12-27","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",35
"2011-03-22","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",40
"2011-05-06","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",40
"2011-08-09","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",40
"2011-10-03","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",40
"2012-09-17","IT-Ro2","Deciduous broadleaf forests","Ford and Labosier",40
"2002-02-19","IT-Ro2","Deciduous broadleaf forests","Pendergrass et al.",42
"2002-12-31","IT-Ro2","Deciduous broadleaf forests","Pendergrass et al.",246
"2003-10-29","IT-Ro2","Deciduous broadleaf forests","Pendergrass et al.",28
"2007-04-02","IT-Ro2","Deciduous broadleaf forests","Pendergrass et al.",28
"2007-10-29","IT-Ro2","Deciduous broadleaf forests","Pendergrass et al.",28
"2011-12-17","IT-Ro2","Deciduous broadleaf forests","Pendergrass et al.",50
"2012-02-12","IT-Ro2","Deciduous broadleaf forests","Pendergrass et al.",35
"2012-05-27","IT-Ro2","Deciduous broadleaf forests","Pendergrass et al.",56
"2002-05-23","IT-Ro2","Deciduous broadleaf forests","Noguera et al.",31
"2003-01-17","IT-Ro2","Deciduous broadleaf forests","Noguera et al.",83
"2003-06-02","IT-Ro2","Deciduous broadleaf forests","Noguera et al.",107
"2007-04-02","IT-Ro2","Deciduous broadleaf forests","Noguera et al.",30
"2010-05-10","IT-Ro2","Deciduous broadleaf forests","Noguera et al.",31
"2011-03-17","IT-Ro2","Deciduous broadleaf forests","Noguera et al.",31
"2012-05-17","IT-Ro2","Deciduous broadleaf forests","Noguera et al.",77
"2002-05-16","IT-Ro2","Deciduous broadleaf forests","Christian et al.",40
"2004-08-13","IT-Ro2","Deciduous broadleaf forests","Christian et al.",30
"2004-12-01","IT-Ro2","Deciduous broadleaf forests","Christian et al.",76
"2005-04-01","IT-Ro2","Deciduous broadleaf forests","Christian et al.",40
"2008-06-29","IT-Ro2","Deciduous broadleaf forests","Christian et al.",55
"2009-04-06","IT-Ro2","Deciduous broadleaf forests","Christian et al.",50
"2010-01-31","IT-Ro2","Deciduous broadleaf forests","Christian et al.",60
"2011-11-12","IT-Ro2","Deciduous broadleaf forests","Christian et al.",45
"2012-01-26","IT-Ro2","Deciduous broadleaf forests","Christian et al.",45
"2012-05-30","IT-Ro2","Deciduous broadleaf forests","Christian et al.",30
"2007-02-25","IT-Ro2","Deciduous broadleaf forests","Osman et al.",80
"2007-08-19","IT-Ro2","Deciduous broadleaf forests","Osman et al.",40
"2007-10-08","IT-Ro2","Deciduous broadleaf forests","Osman et al.",165
"2008-04-05","IT-Ro2","Deciduous broadleaf forests","Osman et al.",45
"2008-05-30","IT-Ro2","Deciduous broadleaf forests","Osman et al.",105
"2008-09-27","IT-Ro2","Deciduous broadleaf forests","Osman et al.",35
"2010-09-13","IT-Ro2","Deciduous broadleaf forests","Osman et al.",20
"2011-03-22","IT-Ro2","Deciduous broadleaf forests","Osman et al.",35
"2011-05-11","IT-Ro2","Deciduous broadleaf forests","Osman et al.",50
"2011-08-04","IT-Ro2","Deciduous broadleaf forests","Osman et al.",45
"2011-09-28","IT-Ro2","Deciduous broadleaf forests","Osman et al.",25
"2011-11-07","IT-Ro2","Deciduous broadleaf forests","Osman et al.",300
"2012-09-17","IT-Ro2","Deciduous broadleaf forests","Osman et al.",25
"2002-03-05","IT-Ro2","Deciduous broadleaf forests","Alencar et al.",28
"2007-04-02","IT-Ro2","Deciduous broadleaf forests","Alencar et al.",28
"2006-05-11","IT-Ro2","Deciduous broadleaf forests","Mod. Ford and Labosier",40
"2007-03-17","IT-Ro2","Deciduous broadleaf forests","Mod. Ford and Labosier",35
"2007-06-05","IT-Ro2","Deciduous broadleaf forests","Mod. Ford and Labosier",30
"2007-08-24","IT-Ro2","Deciduous broadleaf forests","Mod. Ford and Labosier",35
"2008-04-15","IT-Ro2","Deciduous broadleaf forests","Mod. Ford and Labosier",30
"2008-06-14","IT-Ro2","Deciduous broadleaf forests","Mod. Ford and Labosier",35
"2010-07-20","IT-Ro2","Deciduous broadleaf forests","Mod. Ford and Labosier",25
"2010-09-08","IT-Ro2","Deciduous broadleaf forests","Mod. Ford and Labosier",25
"2011-03-17","IT-Ro2","Deciduous broadleaf forests","Mod. Ford and Labosier",80
"2011-08-04","IT-Ro2","Deciduous broadleaf forests","Mod. Ford and Labosier",85
"2012-09-07","IT-Ro2","Deciduous broadleaf forests","Mod. Ford and Labosier",30
"2003-04-09","IT-Ro2","Deciduous broadleaf forests","Multi-criteria",28
"2003-05-21","IT-Ro2","Deciduous broadleaf forests","Multi-criteria",28
"2006-06-11","IT-Ro2","Deciduous broadleaf forests","Multi-criteria",49
"2006-09-03","IT-Ro2","Deciduous broadleaf forests","Multi-criteria",28
"2009-03-19","IT-Ro2","Deciduous broadleaf forests","Multi-criteria",42
"2009-08-06","IT-Ro2","Deciduous broadleaf forests","Multi-criteria",28
"2010-06-04","IT-Ro2","Deciduous broadleaf forests","Multi-criteria",42
"1999-05-31","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2001-03-22","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2002-03-07","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-01-01","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-03-07","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-04-11","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2007-05-21","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2008-02-25","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2009-04-11","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2010-02-25","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2010-06-05","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2010-07-05","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-04-06","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-07-10","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-11-07","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2012-09-22","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2012-10-07","IT-SRo","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2003-05-06","IT-SRo","Evergreen needleleaf forests","Ford and Labosier",40
"2003-10-28","IT-SRo","Evergreen needleleaf forests","Ford and Labosier",30
"2006-12-22","IT-SRo","Evergreen needleleaf forests","Ford and Labosier",40
"2007-02-25","IT-SRo","Evergreen needleleaf forests","Ford and Labosier",40
"2007-11-07","IT-SRo","Evergreen needleleaf forests","Ford and Labosier",40
"2008-02-10","IT-SRo","Evergreen needleleaf forests","Ford and Labosier",35
"2008-08-18","IT-SRo","Evergreen needleleaf forests","Ford and Labosier",40
"2011-06-25","IT-SRo","Evergreen needleleaf forests","Ford and Labosier",40
"2012-09-12","IT-SRo","Evergreen needleleaf forests","Ford and Labosier",40
"2002-10-15","IT-SRo","Evergreen needleleaf forests","Pendergrass et al.",28
"2003-06-04","IT-SRo","Evergreen needleleaf forests","Pendergrass et al.",35
"2005-01-15","IT-SRo","Evergreen needleleaf forests","Pendergrass et al.",35
"2007-04-02","IT-SRo","Evergreen needleleaf forests","Pendergrass et al.",28
"2008-02-05","IT-SRo","Evergreen needleleaf forests","Pendergrass et al.",28
"2008-04-15","IT-SRo","Evergreen needleleaf forests","Pendergrass et al.",28
"2008-07-22","IT-SRo","Evergreen needleleaf forests","Pendergrass et al.",35
"2009-04-30","IT-SRo","Evergreen needleleaf forests","Pendergrass et al.",28
"2009-07-02","IT-SRo","Evergreen needleleaf forests","Pendergrass et al.",28
"2011-09-10","IT-SRo","Evergreen needleleaf forests","Pendergrass et al.",49
"1999-05-10","IT-SRo","Evergreen needleleaf forests","Noguera et al.",31
"2002-02-23","IT-SRo","Evergreen needleleaf forests","Noguera et al.",38
"2003-01-17","IT-SRo","Evergreen needleleaf forests","Noguera et al.",52
"2005-01-10","IT-SRo","Evergreen needleleaf forests","Noguera et al.",38
"2008-01-17","IT-SRo","Evergreen needleleaf forests","Noguera et al.",31
"2008-05-23","IT-SRo","Evergreen needleleaf forests","Noguera et al.",110
"2009-04-17","IT-SRo","Evergreen needleleaf forests","Noguera et al.",36
"2009-07-02","IT-SRo","Evergreen needleleaf forests","Noguera et al.",62
"2010-08-10","IT-SRo","Evergreen needleleaf forests","Noguera et al.",31
"2011-03-17","IT-SRo","Evergreen needleleaf forests","Noguera et al.",67
"2012-05-17","IT-SRo","Evergreen needleleaf forests","Noguera et al.",31
"1999-06-20","IT-SRo","Evergreen needleleaf forests","Christian et al.",30
"2000-01-16","IT-SRo","Evergreen needleleaf forests","Christian et al.",55
"2000-03-31","IT-SRo","Evergreen needleleaf forests","Christian et al.",30
"2000-07-14","IT-SRo","Evergreen needleleaf forests","Christian et al.",45
"2000-12-06","IT-SRo","Evergreen needleleaf forests","Christian et al.",41
"2001-11-02","IT-SRo","Evergreen needleleaf forests","Christian et al.",60
"2002-11-12","IT-SRo","Evergreen needleleaf forests","Christian et al.",30
"2002-12-27","IT-SRo","Evergreen needleleaf forests","Christian et al.",85
"2003-04-06","IT-SRo","Evergreen needleleaf forests","Christian et al.",100
"2003-08-04","IT-SRo","Evergreen needleleaf forests","Christian et al.",50
"2004-03-16","IT-SRo","Evergreen needleleaf forests","Christian et al.",70
"2004-10-12","IT-SRo","Evergreen needleleaf forests","Christian et al.",35
"2005-01-26","IT-SRo","Evergreen needleleaf forests","Christian et al.",50
"2005-11-07","IT-SRo","Evergreen needleleaf forests","Christian et al.",30
"2006-10-18","IT-SRo","Evergreen needleleaf forests","Christian et al.",35
"2007-08-29","IT-SRo","Evergreen needleleaf forests","Christian et al.",30
"2008-06-04","IT-SRo","Evergreen needleleaf forests","Christian et al.",65
"2011-08-29","IT-SRo","Evergreen needleleaf forests","Christian et al.",45
"2003-04-21","IT-SRo","Evergreen needleleaf forests","Osman et al.",100
"2003-08-14","IT-SRo","Evergreen needleleaf forests","Osman et al.",25
"2004-08-18","IT-SRo","Evergreen needleleaf forests","Osman et al.",25
"2005-03-22","IT-SRo","Evergreen needleleaf forests","Osman et al.",50
"2006-03-07","IT-SRo","Evergreen needleleaf forests","Osman et al.",85
"2006-12-17","IT-SRo","Evergreen needleleaf forests","Osman et al.",40
"2007-03-02","IT-SRo","Evergreen needleleaf forests","Osman et al.",65
"2008-02-10","IT-SRo","Evergreen needleleaf forests","Osman et al.",30
"2008-05-05","IT-SRo","Evergreen needleleaf forests","Osman et al.",180
"2011-04-16","IT-SRo","Evergreen needleleaf forests","Osman et al.",405
"2012-05-30","IT-SRo","Evergreen needleleaf forests","Osman et al.",95
"2012-09-12","IT-SRo","Evergreen needleleaf forests","Osman et al.",110
"1999-05-21","IT-SRo","Evergreen needleleaf forests","Alencar et al.",28
"2000-05-13","IT-SRo","Evergreen needleleaf forests","Alencar et al.",28
"2002-03-05","IT-SRo","Evergreen needleleaf forests","Alencar et al.",28
